step,agent_id,belief
0,1,0.8332813613138047
0,2,0.7348718987556606
0,3,-0.7137555203684254
0,4,0.7874407915965673
0,5,0.13383064815789056
0,6,0.24376872103424466
0,7,0.8382929582713473
0,8,-0.1751442286845691
0,9,0.6485681368295362
0,10,-0.6246615882483628
0,11,0.788870780681248
0,12,0.7311435052365679
0,13,0.028851417612164993
0,14,0.7808588669517351
0,15,0.17042845284253755
0,16,0.006785636487420058
0,17,-0.7986250416381581
0,18,-0.14291594420659282
0,19,0.09391361974949869
0,20,-0.2067733444709965
0,21,0.8665889439763967
0,22,0.3047875025980264
0,23,-0.3049372076198304
0,24,0.5533770768648683
0,25,0.861687875515432
0,26,1.0
0,27,0.6999075151128107
0,28,-0.25013915176039764
0,29,-0.7411031066219527
0,30,0.7159278409941693
0,31,0.7493974516063264
0,32,-0.8348117466683779
0,33,0.8532002086291799
0,34,0.7594697638606882
0,35,0.8277882840080161
0,36,0.7823466741106425
0,37,-0.8844671103651603
0,38,0.768017374225678
0,39,-0.19007993303358373
0,40,-0.7993485014130252
0,41,0.6876133772434364
0,42,0.6907105630704757
0,43,0.9456961815305256
0,44,-0.010636844061068282
0,45,0.7946097974527957
0,46,0.8511536419917619
0,47,0.7579142997451129
0,48,0.7771464632521843
0,49,-0.7574851264668092
0,50,0.8282415842244402
0,51,0.6840703273067571
0,52,0.8833342596669662
0,53,-0.8590434943289044
0,54,0.6943921049685815
0,55,-0.8900475069999052
0,56,-0.8390545344355324
0,57,0.9627300254623068
0,58,0.682446409507922
0,59,0.8160075892534341
0,60,-0.4275648716181155
0,61,-0.0003133866290393812
0,62,-0.7100433582523993
0,63,0.7763336677938545
0,64,0.7370645076116659
0,65,0.8231511064058538
0,66,0.14003035023013008
0,67,0.13273151420348134
0,68,0.9972473853929792
0,69,0.8209167472336277
0,70,0.7407589900247068
0,71,-0.8125979189986643
0,72,-0.01449970912396241
0,73,0.810873738347812
0,74,-0.006005562645886978
0,75,0.8173965938896204
0,76,-0.9670850060615113
0,77,0.8829628956040043
0,78,0.7425260731078969
0,79,0.6826841303552975
0,80,0.8637751159641436
0,81,0.9317326007386082
0,82,0.09860562989988854
0,83,0.8161159313845521
0,84,-0.18644406107439043
0,85,1.0
0,86,-0.7119741379338492
0,87,0.6860705329657024
0,88,-0.8779637916239745
0,89,0.017395849714380872
0,90,-0.3109462263991973
0,91,0.8168630407010514
0,92,-0.8459071555712759
0,93,0.24525412006324349
0,94,-0.7037845336371753
0,95,-0.5422570874869546
0,96,0.008340517205462514
0,97,-0.9617467499523689
0,98,0.9109637999248523
0,99,0.03362117382556487
0,100,0.8548405452186998
1,1,0.8556837575327649
1,2,0.7734593911544075
1,3,-0.7836677698870036
1,4,0.7785199105618074
1,5,0.14266888159976454
1,6,0.2008012892745906
1,7,0.8220863922134354
1,8,-0.0884460790084571
1,9,0.725646704397703
1,10,-0.6246615882483628
1,11,0.8036999033118921
1,12,0.7616184461146701
1,13,0.007857551650138253
1,14,0.7697759183676892
1,15,0.08768233868430794
1,16,-0.04153116159649216
1,17,-0.82577960970081
1,18,-0.17939948305641323
1,19,0.04728877899023951
1,20,-0.2111724928813254
1,21,0.8875865153607123
1,22,0.4065455156932627
1,23,-0.26079141830249736
1,24,0.5607243151246536
1,25,0.8077216286512965
1,26,0.9324752486365927
1,27,0.7263189710916723
1,28,-0.25013915176039764
1,29,-0.7850596158996274
1,30,0.7647841976344744
1,31,0.7703174598886117
1,32,-0.8411315867773451
1,33,0.8249615511288477
1,34,0.7646422488584009
1,35,0.8056951879363498
1,36,0.8011343127776486
1,37,-0.8625181429620449
1,38,0.766387906830878
1,39,-0.19007993303358373
1,40,-0.8355239102176826
1,41,0.7180198420554003
1,42,0.7545841177836725
1,43,0.8856195723059382
1,44,0.06631590712296419
1,45,0.7984776283022046
1,46,0.8052025866489697
